broad_sample	broad_id	plate_map_name	solvent
BRD-K95412502-003-01-5	BRD-K95412502	C-7161-01-LM6-027	DMSO
BRD-K97309399-001-09-4	BRD-K97309399	C-7161-01-LM6-027	DMSO
BRD-K93461745-003-25-0	BRD-K93461745	C-7161-01-LM6-027	DMSO
BRD-K94288301-001-01-7	BRD-K94288301	C-7161-01-LM6-027	DMSO
BRD-A95939040-001-01-2	BRD-A95939040	C-7161-01-LM6-027	DMSO
BRD-K99504665-001-01-2	BRD-K99504665	C-7161-01-LM6-027	DMSO
BRD-K98572433-001-02-9	BRD-K98572433	C-7161-01-LM6-027	DMSO
BRD-K90868879-001-03-8	BRD-K90868879	C-7161-01-LM6-027	DMSO
BRD-K91544578-001-03-8	BRD-K91544578	C-7161-01-LM6-027	DMSO
BRD-K99545815-001-06-3	BRD-K99545815	C-7161-01-LM6-027	DMSO
BRD-K90825648-001-02-0	BRD-K90825648	C-7161-01-LM6-027	DMSO
BRD-K91495480-001-02-2	BRD-K91495480	C-7161-01-LM6-027	DMSO
BRD-K41996876-001-06-3	BRD-K41996876	C-7161-01-LM6-027	DMSO
BRD-K99604664-001-01-1	BRD-K99604664	C-7161-01-LM6-027	DMSO
BRD-A97808748-001-03-8	BRD-A97808748	C-7161-01-LM6-027	DMSO
BRD-A97739905-001-26-5	BRD-A97739905	C-7161-01-LM6-027	DMSO
BRD-A38592941-001-02-7	BRD-A38592941	C-7161-01-LM6-027	DMSO
BRD-K98004573-051-02-8	BRD-K98004573	C-7161-01-LM6-027	DMSO
BRD-K97963946-001-01-3	BRD-K97963946	C-7161-01-LM6-027	DMSO
BRD-K97884852-001-05-4	BRD-K97884852	C-7161-01-LM6-027	DMSO
BRD-K07857022-002-01-1	BRD-K07857022	C-7161-01-LM6-027	DMSO
		C-7161-01-LM6-026	DMSO
BRD-K87300616-001-01-9	BRD-K87300616	C-7161-01-LM6-026	DMSO
BRD-A87479750-001-02-7	BRD-A87479750	C-7161-01-LM6-026	DMSO
BRD-K87782578-001-01-4	BRD-K87782578	C-7161-01-LM6-026	DMSO
BRD-A87435144-001-01-6	BRD-A87435144	C-7161-01-LM6-026	DMSO
BRD-K87737963-001-06-0	BRD-K87737963	C-7161-01-LM6-026	DMSO
BRD-K87909389-003-03-4	BRD-K87909389	C-7161-01-LM6-026	DMSO
BRD-A88138582-001-04-8	BRD-A88138582	C-7161-01-LM6-026	DMSO
BRD-K88366685-300-06-0	BRD-K88366685	C-7161-01-LM6-026	DMSO
BRD-K88506063-001-01-8	BRD-K88506063	C-7161-01-LM6-026	DMSO
BRD-K50691590-001-02-2	BRD-K50691590	C-7161-01-LM6-026	DMSO
BRD-K88358234-003-04-8	BRD-K88358234	C-7161-01-LM6-026	DMSO
BRD-K88429204-001-35-1	BRD-K88429204	C-7161-01-LM6-026	DMSO
BRD-K88510285-001-11-1	BRD-K88510285	C-7161-01-LM6-026	DMSO
BRD-K88611939-001-22-4	BRD-K88611939	C-7161-01-LM6-026	DMSO
BRD-K87156652-001-12-7	BRD-K87156652	C-7161-01-LM6-026	DMSO
BRD-A89164055-001-03-3	BRD-A89164055	C-7161-01-LM6-026	DMSO
BRD-K89208535-051-01-5	BRD-K89208535	C-7161-01-LM6-026	DMSO
BRD-K89348303-001-14-7	BRD-K89348303	C-7161-01-LM6-026	DMSO
BRD-K89162000-001-06-4	BRD-K89162000	C-7161-01-LM6-026	DMSO
BRD-K89274813-001-02-3	BRD-K89274813	C-7161-01-LM6-026	DMSO
BRD-K89375097-300-08-8	BRD-K89375097	C-7161-01-LM6-026	DMSO
BRD-M89827113-001-01-5	BRD-M89827113	C-7161-01-LM6-026	DMSO
BRD-K89997465-003-43-0	BRD-K89997465	C-7161-01-LM6-026	DMSO
BRD-A90625545-001-02-0	BRD-A90625545	C-7161-01-LM6-026	DMSO
BRD-K89917372-001-01-2	BRD-K89917372	C-7161-01-LM6-026	DMSO
BRD-K90195324-003-02-5	BRD-K90195324	C-7161-01-LM6-026	DMSO
BRD-A90547603-001-02-5	BRD-A90547603	C-7161-01-LM6-026	DMSO
BRD-K90777969-300-01-2	BRD-K90777969	C-7161-01-LM6-026	DMSO
BRD-K90948141-001-01-4	BRD-K90948141	C-7161-01-LM6-026	DMSO
BRD-K91159026-001-01-7	BRD-K91159026	C-7161-01-LM6-026	DMSO
BRD-A05457250-001-05-0	BRD-A05457250	C-7161-01-LM6-026	DMSO
BRD-K91308639-001-02-7	BRD-K91308639	C-7161-01-LM6-026	DMSO
BRD-K91111634-001-01-2	BRD-K91111634	C-7161-01-LM6-026	DMSO
BRD-K91263825-003-21-4	BRD-K91263825	C-7161-01-LM6-026	DMSO
BRD-K91315211-300-05-7	BRD-K91315211	C-7161-01-LM6-026	DMSO
BRD-K91601245-001-12-0	BRD-K91601245	C-7161-01-LM6-026	DMSO
BRD-K60230970-001-10-0	BRD-K60230970	C-7161-01-LM6-026	DMSO
BRD-A91877226-001-01-4	BRD-A91877226	C-7161-01-LM6-026	DMSO
BRD-K92049597-001-20-8	BRD-K92049597	C-7161-01-LM6-026	DMSO
BRD-A91699651-316-10-9	BRD-A91699651	C-7161-01-LM6-026	DMSO
BRD-K91825936-001-01-2	BRD-K91825936	C-7161-01-LM6-026	DMSO
BRD-K92041145-001-09-5	BRD-K92041145	C-7161-01-LM6-026	DMSO
BRD-K92093830-003-30-8	BRD-K92093830	C-7161-01-LM6-026	DMSO
BRD-K98769987-001-23-7	BRD-K98769987	C-7161-01-LM6-026	DMSO
BRD-A98990573-003-01-3	BRD-A98990573	C-7161-01-LM6-026	DMSO
BRD-K99092662-001-01-1	BRD-K99092662	C-7161-01-LM6-026	DMSO
BRD-K99792991-001-34-9	BRD-K99792991	C-7161-01-LM6-026	DMSO
BRD-A98845662-036-03-7	BRD-A98845662	C-7161-01-LM6-026	DMSO
BRD-K99023089-001-03-7	BRD-K99023089	C-7161-01-LM6-026	DMSO
BRD-K99749624-001-07-0	BRD-K99749624	C-7161-01-LM6-026	DMSO
BRD-A99939097-001-24-2	BRD-A99939097	C-7161-01-LM6-026	DMSO
BRD-K99383816-001-02-7	BRD-K99383816	C-7161-01-LM6-026	DMSO
BRD-A65051990-001-12-9	BRD-A65051990	C-7161-01-LM6-026	DMSO
BRD-A20348246-001-15-8	BRD-A20348246	C-7161-01-LM6-026	DMSO
BRD-K99257182-310-01-6	BRD-K99257182	C-7161-01-LM6-026	DMSO
BRD-K99451608-001-07-3	BRD-K99451608	C-7161-01-LM6-026	DMSO
BRD-K91740057-001-19-8	BRD-K91740057	C-7161-01-LM6-026	DMSO
BRD-A15931911-001-03-8	BRD-A15931911	C-7161-01-LM6-026	DMSO
		C-7161-01-LM6-022	DMSO
BRD-K74363950-004-01-0	BRD-K74363950	C-7161-01-LM6-022	DMSO
BRD-K75958547-238-01-0	BRD-K75958547	C-7161-01-LM6-022	DMSO
BRD-K77908580-001-09-6	BRD-K77908580	C-7161-01-LM6-022	DMSO
BRD-A74980173-001-11-9	BRD-A74980173	C-7161-01-LM6-022	DMSO
BRD-K76908866-001-07-6	BRD-K76908866	C-7161-01-LM6-022	DMSO
BRD-K79254416-001-22-6	BRD-K79254416	C-7161-01-LM6-022	DMSO
BRD-K68103045-001-02-9	BRD-K68103045	C-7161-01-LM6-022	DMSO
BRD-K68164687-001-01-6	BRD-K68164687	C-7161-01-LM6-022	DMSO
BRD-K68532323-003-02-8	BRD-K68532323	C-7161-01-LM6-022	DMSO
BRD-K50691590-001-02-2	BRD-K50691590	C-7161-01-LM6-022	DMSO
BRD-K68132782-003-13-8	BRD-K68132782	C-7161-01-LM6-022	DMSO
BRD-K68232413-001-01-2	BRD-K68232413	C-7161-01-LM6-022	DMSO
BRD-K68552125-001-05-3	BRD-K68552125	C-7161-01-LM6-022	DMSO
BRD-K68693535-001-03-4	BRD-K68693535	C-7161-01-LM6-022	DMSO
BRD-K68747584-001-02-0	BRD-K68747584	C-7161-01-LM6-022	DMSO
BRD-K69247067-001-01-8	BRD-K69247067	C-7161-01-LM6-022	DMSO
BRD-A69275535-001-01-5	BRD-A69275535	C-7161-01-LM6-022	DMSO
BRD-K70330367-003-07-9	BRD-K70330367	C-7161-01-LM6-022	DMSO
BRD-K69236721-001-02-7	BRD-K69236721	C-7161-01-LM6-022	DMSO
BRD-A69636825-003-04-7	BRD-A69636825	C-7161-01-LM6-022	DMSO
BRD-K70358946-001-15-7	BRD-K70358946	C-7161-01-LM6-022	DMSO
BRD-K70401845-003-09-6	BRD-K70401845	C-7161-01-LM6-022	DMSO
BRD-K70778732-003-26-7	BRD-K70778732	C-7161-01-LM6-022	DMSO
BRD-K70914287-300-02-8	BRD-K70914287	C-7161-01-LM6-022	DMSO
BRD-K70463136-001-01-5	BRD-K70463136	C-7161-01-LM6-022	DMSO
BRD-A70858459-001-01-7	BRD-A70858459	C-7161-01-LM6-022	DMSO
BRD-K70912147-001-01-8	BRD-K70912147	C-7161-01-LM6-022	DMSO
BRD-K71221037-001-01-6	BRD-K71221037	C-7161-01-LM6-022	DMSO
BRD-K71281111-001-04-3	BRD-K71281111	C-7161-01-LM6-022	DMSO
BRD-K71480163-001-01-4	BRD-K71480163	C-7161-01-LM6-022	DMSO
BRD-K72222507-003-16-8	BRD-K72222507	C-7161-01-LM6-022	DMSO
BRD-A72309220-001-04-1	BRD-A72309220	C-7161-01-LM6-022	DMSO
BRD-K71289571-001-11-4	BRD-K71289571	C-7161-01-LM6-022	DMSO
BRD-K72215350-001-06-5	BRD-K72215350	C-7161-01-LM6-022	DMSO
BRD-A72390365-001-15-2	BRD-A72390365	C-7161-01-LM6-022	DMSO
BRD-K73196317-003-14-8	BRD-K73196317	C-7161-01-LM6-022	DMSO
BRD-K60230970-001-10-0	BRD-K60230970	C-7161-01-LM6-022	DMSO
BRD-K73319509-001-08-0	BRD-K73319509	C-7161-01-LM6-022	DMSO
BRD-K67844266-003-01-9	BRD-K67844266	C-7161-01-LM6-022	DMSO
BRD-K73237276-001-01-0	BRD-K73237276	C-7161-01-LM6-022	DMSO
BRD-A73368467-003-17-6	BRD-A73368467	C-7161-01-LM6-022	DMSO
BRD-K67789209-001-01-0	BRD-K67789209	C-7161-01-LM6-022	DMSO
BRD-K68488863-001-04-9	BRD-K68488863	C-7161-01-LM6-022	DMSO
BRD-K68938568-001-01-7	BRD-K68938568	C-7161-01-LM6-022	DMSO
BRD-K70557564-305-03-6	BRD-K70557564	C-7161-01-LM6-022	DMSO
BRD-K72414522-001-06-7	BRD-K72414522	C-7161-01-LM6-022	DMSO
BRD-K81144366-003-19-7	BRD-K81144366	C-7161-01-LM6-022	DMSO
BRD-A69815203-001-07-6	BRD-A69815203	C-7161-01-LM6-022	DMSO
BRD-K71035033-001-07-1	BRD-K71035033	C-7161-01-LM6-022	DMSO
BRD-K80700417-001-04-2	BRD-K80700417	C-7161-01-LM6-022	DMSO
BRD-A81233518-004-16-1	BRD-A81233518	C-7161-01-LM6-022	DMSO
BRD-K81957469-001-01-0	BRD-K81957469	C-7161-01-LM6-022	DMSO
BRD-K82135108-001-04-3	BRD-K82135108	C-7161-01-LM6-022	DMSO
BRD-K82677201-001-01-6	BRD-K82677201	C-7161-01-LM6-022	DMSO
BRD-K81258678-001-01-0	BRD-K81258678	C-7161-01-LM6-022	DMSO
BRD-A82035391-001-02-7	BRD-A82035391	C-7161-01-LM6-022	DMSO
BRD-A82156122-001-01-9	BRD-A82156122	C-7161-01-LM6-022	DMSO
BRD-K82746043-001-15-1	BRD-K82746043	C-7161-01-LM6-022	DMSO
		C-7161-01-LM6-023	DMSO
BRD-A67862938-034-14-9	BRD-A67862938	C-7161-01-LM6-023	DMSO
BRD-K67966701-001-11-6	BRD-K67966701	C-7161-01-LM6-023	DMSO
BRD-K68065987-300-09-1	BRD-K68065987	C-7161-01-LM6-023	DMSO
BRD-K67901620-001-02-0	BRD-K67901620	C-7161-01-LM6-023	DMSO
BRD-K67102207-236-07-7	BRD-K67102207	C-7161-01-LM6-023	DMSO
BRD-K68095457-001-10-1	BRD-K68095457	C-7161-01-LM6-023	DMSO
BRD-K68232650-001-02-2	BRD-K68232650	C-7161-01-LM6-023	DMSO
BRD-A68304895-003-02-2	BRD-A68304895	C-7161-01-LM6-023	DMSO
BRD-K68392338-003-02-0	BRD-K68392338	C-7161-01-LM6-023	DMSO
BRD-K50691590-001-02-2	BRD-K50691590	C-7161-01-LM6-023	DMSO
BRD-A68281735-001-18-6	BRD-A68281735	C-7161-01-LM6-023	DMSO
BRD-K68346641-001-02-2	BRD-K68346641	C-7161-01-LM6-023	DMSO
BRD-A68464583-001-02-5	BRD-A68464583	C-7161-01-LM6-023	DMSO
BRD-A68493689-001-01-9	BRD-A68493689	C-7161-01-LM6-023	DMSO
BRD-K68867920-051-11-5	BRD-K68867920	C-7161-01-LM6-023	DMSO
BRD-A68888262-003-15-1	BRD-A68888262	C-7161-01-LM6-023	DMSO
BRD-A68942014-003-01-7	BRD-A68942014	C-7161-01-LM6-023	DMSO
BRD-K69116396-001-04-1	BRD-K69116396	C-7161-01-LM6-023	DMSO
BRD-K68870568-066-01-5	BRD-K68870568	C-7161-01-LM6-023	DMSO
BRD-K69001009-001-02-8	BRD-K69001009	C-7161-01-LM6-023	DMSO
BRD-K69122748-001-10-1	BRD-K69122748	C-7161-01-LM6-023	DMSO
BRD-K35189033-001-26-1	BRD-K35189033	C-7161-01-LM6-023	DMSO
BRD-K69726595-001-01-2	BRD-K69726595	C-7161-01-LM6-023	DMSO
BRD-K70301465-001-02-6	BRD-K70301465	C-7161-01-LM6-023	DMSO
BRD-K69726342-238-02-4	BRD-K69726342	C-7161-01-LM6-023	DMSO
BRD-K69776681-001-03-8	BRD-K69776681	C-7161-01-LM6-023	DMSO
BRD-A70083328-001-23-5	BRD-A70083328	C-7161-01-LM6-023	DMSO
BRD-K70301876-034-13-7	BRD-K70301876	C-7161-01-LM6-023	DMSO
BRD-K70464547-003-01-2	BRD-K70464547	C-7161-01-LM6-023	DMSO
BRD-K70505054-003-12-4	BRD-K70505054	C-7161-01-LM6-023	DMSO
BRD-K70511574-001-06-9	BRD-K70511574	C-7161-01-LM6-023	DMSO
BRD-K70592483-001-01-0	BRD-K70592483	C-7161-01-LM6-023	DMSO
BRD-K70490179-300-01-2	BRD-K70490179	C-7161-01-LM6-023	DMSO
BRD-K70507123-001-09-7	BRD-K70507123	C-7161-01-LM6-023	DMSO
BRD-K70610771-001-02-9	BRD-K70610771	C-7161-01-LM6-023	DMSO
BRD-K70924353-001-01-2	BRD-K70924353	C-7161-01-LM6-023	DMSO
BRD-K60230970-001-10-0	BRD-K60230970	C-7161-01-LM6-023	DMSO
BRD-K71075609-003-01-0	BRD-K71075609	C-7161-01-LM6-023	DMSO
BRD-K71106091-001-06-1	BRD-K71106091	C-7161-01-LM6-023	DMSO
BRD-A70998768-004-01-1	BRD-A70998768	C-7161-01-LM6-023	DMSO
BRD-K71058253-001-01-9	BRD-K71058253	C-7161-01-LM6-023	DMSO
BRD-K71103788-003-12-0	BRD-K71103788	C-7161-01-LM6-023	DMSO
BRD-K71164191-001-01-0	BRD-K71164191	C-7161-01-LM6-023	DMSO
BRD-K71603915-003-01-8	BRD-K71603915	C-7161-01-LM6-023	DMSO
BRD-K71822263-001-03-2	BRD-K71822263	C-7161-01-LM6-023	DMSO
BRD-K72029282-001-22-0	BRD-K72029282	C-7161-01-LM6-023	DMSO
BRD-K72093121-001-16-3	BRD-K72093121	C-7161-01-LM6-023	DMSO
BRD-K71799949-001-36-4	BRD-K71799949	C-7161-01-LM6-023	DMSO
BRD-K72005722-001-01-2	BRD-K72005722	C-7161-01-LM6-023	DMSO
BRD-A72066420-001-04-5	BRD-A72066420	C-7161-01-LM6-023	DMSO
BRD-K72166146-066-05-4	BRD-K72166146	C-7161-01-LM6-023	DMSO
BRD-K72827473-001-01-0	BRD-K72827473	C-7161-01-LM6-023	DMSO
BRD-K72951360-001-01-4	BRD-K72951360	C-7161-01-LM6-023	DMSO
BRD-K73107279-003-12-5	BRD-K73107279	C-7161-01-LM6-023	DMSO
BRD-A72711497-236-03-8	BRD-A72711497	C-7161-01-LM6-023	DMSO
BRD-K72922393-003-15-2	BRD-K72922393	C-7161-01-LM6-023	DMSO
BRD-K73088654-001-01-9	BRD-K73088654	C-7161-01-LM6-023	DMSO
BRD-K73109821-001-20-1	BRD-K73109821	C-7161-01-LM6-023	DMSO
		C-7161-01-LM6-021	DMSO
BRD-M80207679-001-01-5	BRD-M80207679	C-7161-01-LM6-021	DMSO
BRD-K80343549-001-02-6	BRD-K80343549	C-7161-01-LM6-021	DMSO
BRD-K19111024-001-20-9	BRD-K19111024	C-7161-01-LM6-021	DMSO
BRD-K80267133-001-17-7	BRD-K80267133	C-7161-01-LM6-021	DMSO
BRD-K80396088-001-12-0	BRD-K80396088	C-7161-01-LM6-021	DMSO
BRD-K80608265-001-01-6	BRD-K80608265	C-7161-01-LM6-021	DMSO
BRD-K81272440-236-13-5	BRD-K81272440	C-7161-01-LM6-021	DMSO
BRD-K81458380-001-04-9	BRD-K81458380	C-7161-01-LM6-021	DMSO
BRD-K81528515-001-13-8	BRD-K81528515	C-7161-01-LM6-021	DMSO
BRD-K50691590-001-02-2	BRD-K50691590	C-7161-01-LM6-021	DMSO
BRD-K81332461-001-01-4	BRD-K81332461	C-7161-01-LM6-021	DMSO
BRD-K81473089-003-26-1	BRD-K81473089	C-7161-01-LM6-021	DMSO
BRD-K81694556-003-01-9	BRD-K81694556	C-7161-01-LM6-021	DMSO
BRD-K81916719-001-13-9	BRD-K81916719	C-7161-01-LM6-021	DMSO
BRD-A62025033-001-01-8	BRD-A62025033	C-7161-01-LM6-021	DMSO
BRD-K82234479-001-09-4	BRD-K82234479	C-7161-01-LM6-021	DMSO
BRD-K82244583-001-01-3	BRD-K82244583	C-7161-01-LM6-021	DMSO
BRD-A82396632-008-29-0	BRD-A82396632	C-7161-01-LM6-021	DMSO
BRD-K82225283-001-03-1	BRD-K82225283	C-7161-01-LM6-021	DMSO
BRD-A82395837-001-01-9	BRD-A82395837	C-7161-01-LM6-021	DMSO
BRD-K82467063-001-02-7	BRD-K82467063	C-7161-01-LM6-021	DMSO
BRD-K82767007-001-01-1	BRD-K82767007	C-7161-01-LM6-021	DMSO
BRD-K82795137-001-26-2	BRD-K82795137	C-7161-01-LM6-021	DMSO
BRD-K82967685-300-01-2	BRD-K82967685	C-7161-01-LM6-021	DMSO
BRD-A82772293-001-03-2	BRD-A82772293	C-7161-01-LM6-021	DMSO
BRD-K82846253-001-15-4	BRD-K82846253	C-7161-01-LM6-021	DMSO
BRD-K82941592-238-04-5	BRD-K82941592	C-7161-01-LM6-021	DMSO
BRD-K83057217-001-01-2	BRD-K83057217	C-7161-01-LM6-021	DMSO
BRD-K83699324-001-01-1	BRD-K83699324	C-7161-01-LM6-021	DMSO
BRD-K83794243-001-01-8	BRD-K83794243	C-7161-01-LM6-021	DMSO
BRD-K83963101-001-06-9	BRD-K83963101	C-7161-01-LM6-021	DMSO
BRD-K84091759-001-07-1	BRD-K84091759	C-7161-01-LM6-021	DMSO
BRD-K83720053-001-03-8	BRD-K83720053	C-7161-01-LM6-021	DMSO
BRD-K83837640-001-04-8	BRD-K83837640	C-7161-01-LM6-021	DMSO
BRD-K84163249-001-01-9	BRD-K84163249	C-7161-01-LM6-021	DMSO
BRD-K84683831-001-01-0	BRD-K84683831	C-7161-01-LM6-021	DMSO
BRD-K60230970-001-10-0	BRD-K60230970	C-7161-01-LM6-021	DMSO
BRD-K84794093-001-07-5	BRD-K84794093	C-7161-01-LM6-021	DMSO
BRD-K84810405-003-01-1	BRD-K84810405	C-7161-01-LM6-021	DMSO
BRD-K84698278-001-03-4	BRD-K84698278	C-7161-01-LM6-021	DMSO
BRD-K84783599-001-01-0	BRD-K84783599	C-7161-01-LM6-021	DMSO
BRD-K84798689-236-02-9	BRD-K84798689	C-7161-01-LM6-021	DMSO
BRD-K84892605-001-01-1	BRD-K84892605	C-7161-01-LM6-021	DMSO
BRD-K85119730-001-28-9	BRD-K85119730	C-7161-01-LM6-021	DMSO
BRD-K85337334-004-02-6	BRD-K85337334	C-7161-01-LM6-021	DMSO
BRD-A85439007-001-01-6	BRD-A85439007	C-7161-01-LM6-021	DMSO
BRD-K85606544-001-09-1	BRD-K85606544	C-7161-01-LM6-021	DMSO
BRD-K85307935-236-09-5	BRD-K85307935	C-7161-01-LM6-021	DMSO
BRD-K85406984-001-01-0	BRD-K85406984	C-7161-01-LM6-021	DMSO
BRD-A85548292-001-01-8	BRD-A85548292	C-7161-01-LM6-021	DMSO
BRD-K85679373-001-01-1	BRD-K85679373	C-7161-01-LM6-021	DMSO
BRD-K86307448-001-17-5	BRD-K86307448	C-7161-01-LM6-021	DMSO
BRD-K86797399-001-04-4	BRD-K86797399	C-7161-01-LM6-021	DMSO
BRD-A86871940-001-01-9	BRD-A86871940	C-7161-01-LM6-021	DMSO
BRD-A86248581-001-01-4	BRD-A86248581	C-7161-01-LM6-021	DMSO
BRD-K86525559-001-04-5	BRD-K86525559	C-7161-01-LM6-021	DMSO
BRD-K86816506-001-01-8	BRD-K86816506	C-7161-01-LM6-021	DMSO
BRD-K86882815-001-03-2	BRD-K86882815	C-7161-01-LM6-021	DMSO
		C-7161-01-LM6-009	DMSO
BRD-K25412176-001-01-9	BRD-K25412176	C-7161-01-LM6-009	DMSO
BRD-K24771047-001-01-6	BRD-K24771047	C-7161-01-LM6-009	DMSO
BRD-K28307902-001-21-7	BRD-K28307902	C-7161-01-LM6-009	DMSO
BRD-K26823213-001-02-9	BRD-K26823213	C-7161-01-LM6-009	DMSO
BRD-K31342827-001-08-8	BRD-K31342827	C-7161-01-LM6-009	DMSO
BRD-K28392481-001-05-1	BRD-K28392481	C-7161-01-LM6-009	DMSO
BRD-K28428262-001-04-1	BRD-K28428262	C-7161-01-LM6-009	DMSO
BRD-K28822270-001-01-1	BRD-K28822270	C-7161-01-LM6-009	DMSO
BRD-K28936863-051-33-0	BRD-K28936863	C-7161-01-LM6-009	DMSO
BRD-K50691590-001-02-2	BRD-K50691590	C-7161-01-LM6-009	DMSO
BRD-K28456624-001-01-1	BRD-K28456624	C-7161-01-LM6-009	DMSO
BRD-K28912512-001-23-2	BRD-K28912512	C-7161-01-LM6-009	DMSO
BRD-K28965160-001-01-1	BRD-K28965160	C-7161-01-LM6-009	DMSO
BRD-K29458283-001-29-9	BRD-K29458283	C-7161-01-LM6-009	DMSO
BRD-A29485665-001-12-8	BRD-A29485665	C-7161-01-LM6-009	DMSO
BRD-K29530284-001-06-2	BRD-K29530284	C-7161-01-LM6-009	DMSO
BRD-A29844814-300-01-5	BRD-A29844814	C-7161-01-LM6-009	DMSO
